case_number,source_file_key,docket_numbers,citation,citation_year,citation_seq,case_name,pdf_url,date_argued,date_issued,days_to_decision,term_year,lower_court,lower_court_type,lower_court_judge,case_type,appeal_type,outcome,author,author_display,majority,dissent,concur_separate,not_participating,vote_string,is_unanimous,has_dissent,has_separate_concurrence,topics,rsa_citations,rsa_primary,involves_statutory_interpretation,standard_of_review,summary_paragraph,word_count,opinion_type,parse_version,parse_timestamp,parse_confidence
20230100and20230178,20230100and20230178,"['2023-0100', '2023-0178']",,,,In the Matter of Matthew Routhier and Kelly Routhier,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230100and20230178.pdf,,2024-05-01,,2024,"Circuit Court (Quigley, J.)",circuit_court,Quigley,family/domestic,standard,remanded,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['family_law', 'property']","['RSA 458:16-a, II']","RSA 458:16-a, II",False,[],,331,case_order,1.0.0,2026-08-03T12:15:24.794185,0.8
2023-0174,2023-0174,['2023-0174'],,,,In the Matter of Kimberly LaFleur and Roger LaFleur,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230174.pdf,,2024-05-01,,2024,"Circuit Court (Quigley, J.)",circuit_court,Quigley,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['family_law'],[],,False,[],,232,case_order,1.0.0,2026-08-03T12:15:24.865141,0.8
2023-0134,2023-0134,['2023-0134'],,,,In the Matter of Cynthia Stocker and Wendall Stocker,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230134.pdf,,2024-05-01,,2024,"Circuit Court (McIntyre, J.)",circuit_court,McIntyre,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['family_law'],[],,False,[],,193,case_order,1.0.0,2026-08-03T12:15:24.929880,0.8
2023-0230,2023-0230,['2023-0230'],,,,James Viau v. New England Logistics,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230230.pdf,,2024-05-01,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,[],[],,False,[],,172,case_order,1.0.0,2026-08-03T12:15:24.988113,0.8
2023-0211,2023-0211,['2023-0211'],,,,TAM Development Corporation & a. v. Georges Mills Boat Club,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230211.pdf,,2024-04-17,,2024,,,,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['civil_procedure', 'statutory_interpretation', 'property', 'contract']",[],,True,['de_novo'],,1380,case_order,1.0.0,2026-08-03T12:15:25.795465,0.8
ld20220009,ld20220009,['2022-0009'],,,,"LD-2022-0009, In the Matter of Justin P. Nadeau, Esquire",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/ld20220009.pdf,,2024-04-16,,2024,,,,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,[],[],,False,[],,1235,case_order,1.0.0,2026-08-03T12:15:26.137165,0.8
2022-0431,2022-0431,['2022-0431'],,,,State of New Hampshire v. Brandon Boggs,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20220431.pdf,,2024-04-12,,2024,"Superior Court (Nicolosi, J.)",superior_court,Nicolosi,criminal,standard,affirmed,per_curiam,Per Curiam,3,0,0,2,3-0,True,False,False,"['criminal', 'tort']",[],,False,[],,1312,case_order,1.0.0,2026-08-03T12:15:27.026284,0.8
2022-0488,2022-0488,['2022-0488'],,,,In the Matter of Jonathan Merrill and Lea Merrill,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20220488.pdf,,2024-04-04,,2024,,,,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['family_law', 'property', 'employment']",[],,False,['de_novo'],,1418,case_order,1.0.0,2026-08-03T12:15:27.424568,0.8
2022-0617,2022-0617,['2022-0617'],,,,"In the Matter of James Anderson, Jr. and Jennifer Tveter",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20220617.pdf,,2024-04-03,,2024,"Circuit Court (Steckowych, J.)",circuit_court,Steckowych,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['family_law', 'constitutional', 'tax']","['RSA 461-A:2, I']","RSA 461-A:2, I",False,['de_novo'],,875,case_order,1.0.0,2026-08-03T12:15:27.656408,0.8
2023-0131,2023-0131,['2023-0131'],,,,Vernon L. Ingersoll v. Angel Cuadrado,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20230131.pdf,,2024-04-01,,2024,"Superior Court (Bornstein, J.)",superior_court,Bornstein,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['civil_procedure', 'tort']",[],,False,[],,176,case_order,1.0.0,2026-08-03T12:15:27.715583,0.8
2023-0631,2023-0631,['2023-0631'],,,,K.M. v. A.M.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20230631.pdf,,2024-04-01,,2024,"Circuit Court (Hall, J.)",circuit_court,Hall,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['criminal', 'statutory_interpretation', 'employment', 'domestic_violence']","['RSA 633:3-a', 'RSA 633:3-a, I', 'RSA 633:3-a, II', 'RSA 173-B:3, VI', 'RSA 633:3-a, III', 'RSA 173-B']",RSA 633:3-a,True,[],,599,case_order,1.0.0,2026-08-03T12:15:27.913301,0.8
2023-0065,2023-0065,['2023-0065'],,,,In the Matter of Medhat Ismail & a. and Dawn Elsayed,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230065.pdf,,2024-03-29,,2024,"Circuit Court (Prevett, J.)",circuit_court,Prevett,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,[],['RSA 461'],RSA 461,False,[],,195,case_order,1.0.0,2026-08-03T12:15:27.980134,0.8
2023-0608,2023-0608,['2023-0608'],,,,Li Wei Lin v. Idalmy Castro,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230608.pdf,,2024-03-28,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,['contract'],"['RSA 540:9, I', 'RSA 540:9']","RSA 540:9, I",False,[],,1298,case_order,1.0.0,2026-08-03T12:15:28.320398,0.8
2023-0549,2023-0549,['2023-0549'],,,,A.M. v. T.H.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230549.pdf,,2024-03-28,,2024,"Circuit Court (Mace, J.)",circuit_court,Mace,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['criminal', 'statutory_interpretation', 'domestic_violence']","['RSA 173-B:5, I', 'RSA 173-B:1, I', 'RSA 173-B', 'RSA 173-B:3, VI', 'RSA 631:1', 'RSA 631:3', 'RSA 644:4']","RSA 173-B:5, I",True,[],,451,case_order,1.0.0,2026-08-03T12:15:28.433677,0.8
2023-0029,2023-0029,['2023-0029'],,,,In the Matter of Nicole McCormack Parker and Roy Parker,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230029.pdf,,2024-03-28,,2024,"Circuit Court (Curran, J.)",circuit_court,Curran,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['family_law', 'property', 'contract']","['RSA 461-A:2, I', 'RSA 458-C:7, II']","RSA 461-A:2, I",False,[],,1069,case_order,1.0.0,2026-08-03T12:15:28.727869,0.8
2023-0351,2023-0351,['2023-0351'],,,,C.W. v. J.G.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230351.pdf,,2024-03-20,,2024,Circuit Court,circuit_court,Cabrera,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['criminal', 'statutory_interpretation', 'employment', 'domestic_violence']","['RSA 633:3-a', 'RSA 633:3-a, I', 'RSA 633:3-a, II']",RSA 633:3-a,True,[],,931,case_order,1.0.0,2026-08-03T12:15:28.954691,0.8
2022-0536,2022-0536,['2022-0536'],,,,State of New Hampshire v. Tommy Page,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20220536.pdf,,2024-03-20,,2024,"Superior Court (MacLeod, J.)",superior_court,MacLeod,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['competency', 'constitutional', 'evidence']",[],,False,['de_novo'],,1365,case_order,1.0.0,2026-08-03T12:15:29.353339,0.8
2023-0256,2023-0256,['2023-0256'],,,,Grace Woodham v. Co. John Kum & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230256.pdf,,2024-03-20,,2024,"Circuit Court (Boyle, R., approved by Guptill, J.) dismissing her small claim",circuit_court,"Boyle, R., approved by Guptill",civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['administrative_law', 'civil_procedure']","['RSA 541-B', 'RSA 541-B:9']",RSA 541-B,False,[],,437,case_order,1.0.0,2026-08-03T12:15:29.457800,0.8
2022-0717,2022-0717,['2022-0717'],,,,Scott McCarthy v. Joseph Prieto DBA Prieto Law,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20220717.pdf,,2024-03-19,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,[],[],,False,[],,249,case_order,1.0.0,2026-08-03T12:15:29.580014,0.8
2021-0531,2021-0531,['2021-0531'],,,,State of New Hampshire v. Mark Lemay,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20210531.pdf,,2024-03-19,,2024,"Superior Court (Delker, J.)",superior_court,Delker,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['criminal', 'constitutional', 'domestic_violence', 'tax']",[],,False,['de_novo'],,874,case_order,1.0.0,2026-08-03T12:15:30.144020,0.8
2023-0075,2023-0075,['2023-0075'],,,,State of New Hampshire v. Joseph S. Glover,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230075.pdf,,2024-03-19,,2024,"Superior Court (Ruoff, J.)",superior_court,Ruoff,criminal,standard,vacated,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,['criminal'],"['RSA 651-A:22-a', 'RSA 651-A:22-a, II', 'RSA 651-A:22-a, I']",RSA 651-A:22-a,False,[],,837,case_order,1.0.0,2026-08-03T12:15:30.397893,0.8
2023-0643,2023-0643,['2023-0643'],,,,The Executive LLC v. Jennifer Blanchette & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230643.pdf,,2024-03-19,,2024,"Circuit Court (Greenhalgh, J.)",circuit_court,Greenhalgh,civil,standard,reversed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['medicaid', 'property']","['RSA 540:1-a, I', 'RSA 540:2, II']","RSA 540:1-a, I",False,['plain_error'],,424,case_order,1.0.0,2026-08-03T12:15:30.523457,0.8
2023-0227,2023-0227,['2023-0227'],,,,State of New Hampshire v. Jennifer Lyn Jemiolo,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230227.pdf,,2024-03-19,,2024,"Superior Court (English, J.)",superior_court,English,criminal,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,[],[],,False,[],,238,case_order,1.0.0,2026-08-03T12:15:30.588976,0.8
2022-0670,2022-0670,['2022-0670'],,,,State of New Hampshire v. Stephan Frosch,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20220670.pdf,,2024-03-18,,2024,"Superior Court (Anderson, J.)",superior_court,Anderson,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'constitutional']","['RSA 631:1, I']","RSA 631:1, I",False,['plain_error'],,1392,case_order,1.0.0,2026-08-03T12:15:31.388396,0.8
2022-0705,2022-0705,['2022-0705'],,,,In the Matter of Susan Swartz and Robert Swartz,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20220705.pdf,,2024-03-18,,2024,"Circuit Court (Lown, J.)",circuit_court,Lown,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['insurance', 'family_law', 'property']","['RSA 458:7', 'RSA 458:7, II', 'RSA 458:7, III']",RSA 458:7,False,[],,1472,case_order,1.0.0,2026-08-03T12:15:31.747467,0.8
2023-0652,20230652,['2023-0652'],,,,"No. 2023-0652, C.G. v. B.C.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230652.pdf,,2024-03-18,,2024,"Circuit Court (Subers, J.)",circuit_court,Subers,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['criminal', 'constitutional', 'property', 'employment', 'domestic_violence']","['RSA 633:3-a', 'RSA 633:3-a, I', 'RSA 633:3-a, II', 'RSA 633:3-a, III']",RSA 633:3-a,False,[],,754,case_order,1.0.0,2026-08-03T12:15:31.990785,0.8
2023-0530,2023-0530,['2023-0530'],,,,Grace Woodham v. Janet Woodham & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230530.pdf,,2024-03-15,,2024,Circuit Court,circuit_court,Greenhalgh,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,[],['RSA 540-A'],RSA 540-A,False,[],,253,case_order,1.0.0,2026-08-03T12:15:32.067323,0.8
2021-0443,2021-0443,['2021-0443'],,,,State of New Hampshire v. James D. Crawford,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20210443.pdf,,2024-03-15,,2024,,,,criminal,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['criminal', 'competency', 'evidence']","['RSA 631:2', 'RSA 632-A:2, I', 'RSA 632-A:2, III', 'RSA 641:6', 'RSA 641:5', 'RSA 642:2']",RSA 631:2,False,[],,917,case_order,1.0.0,2026-08-03T12:15:32.295203,0.8
2023-0270,2023-0270,['2023-0270'],,,,Grace Woodham v. Janet Woodham & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20230270.pdf,,2024-03-15,,2024,"Circuit Court (Greenhalgh, J.)",circuit_court,Greenhalgh,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,[],[],,False,[],,320,case_order,1.0.0,2026-08-03T12:15:32.377475,0.8
2022-0745,2022-0745,['2022-0745'],,,,Weston J. Stow v. Michelle Shea,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20220745.pdf,,2024-03-01,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,[],"['RSA 91-A', 'RSA 623-B:3, II', 'RSA 491:15', 'RSA 491:13']",RSA 91-A,False,[],,525,case_order,1.0.0,2026-08-03T12:15:32.562812,0.8
2022-0293,2022-0293,['2022-0293'],,,,State of New Hampshire v. Jared Fellows,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-04/20220293.pdf,,2024-03-01,,2024,"Superior Court (Messer, J.)",superior_court,Messer,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'constitutional', 'evidence']",['RSA 635:1'],RSA 635:1,False,['plain_error'],,1336,case_order,1.0.0,2026-08-03T12:15:32.884532,0.8
2022-0581,2022-0581,['2022-0581'],,,,Appeal of Robert W. Barry,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20220581.pdf,,2024-02-29,,2024,,,,civil,standard,reversed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['administrative_law', 'employment']","['RSA 331-A:10, II', 'RSA 331-A:28, III', 'RSA 331-A:28', 'RSA 310:2, II', 'RSA 310:14', 'RSA 541:6', 'RSA 541:2', 'RSA 541', 'RSA 310:14, III']","RSA 331-A:10, II",False,[],,927,case_order,1.0.0,2026-08-03T12:15:33.132849,0.8
2023-0566,2023-0566,['2023-0566'],,,,"Normand Higham, P.A. v. Bette Plant",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20230566.pdf,,2024-02-28,,2024,,,,civil,standard,dismissed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['civil_procedure'],"['RSA 510:4, II']","RSA 510:4, II",False,[],,568,case_order,1.0.0,2026-08-03T12:15:33.320645,0.8
2022-0212,2022-0212,['2022-0212'],,,,State of New Hampshire v. Angel L. Rivera,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20220212.pdf,,2024-02-28,,2024,,,,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'property']","['RSA 631:4, I', 'RSA 625:11, V']","RSA 631:4, I",False,['de_novo'],,1518,case_order,1.0.0,2026-08-03T12:15:34.179700,0.8
2023-0255,2023-0255,['2023-0255'],,,,S.D. v. S.S.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20230255.pdf,,2024-02-28,,2024,Circuit Court,circuit_court,Pendleton,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['domestic_violence'],"['RSA 173-B:5', 'RSA 173-B:5, I', 'RSA 173-B:1, I', 'RSA 644:4']",RSA 173-B:5,False,[],,580,case_order,1.0.0,2026-08-03T12:15:34.326042,0.8
2022-0604,2022-0604,['2022-0604'],,,,State of New Hampshire v. Vernon Davis,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20220604.pdf,,2024-02-27,,2024,"Superior Court (Colburn, J.)",superior_court,Colburn,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['criminal'],"['RSA 626:2, II']","RSA 626:2, II",False,[],,665,case_order,1.0.0,2026-08-03T12:15:34.647354,0.8
2023-0473,2023-0473,['2023-0473'],,,,"Muccio, LLC v. Honey Tree Learning Center, LLC",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20230473.pdf,,2024-02-27,,2024,"Circuit Court (Gardner, J.)",circuit_court,Gardner,civil,standard,vacated,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['insurance', 'statutory_interpretation', 'contract']",[],,True,[],,219,case_order,1.0.0,2026-08-03T12:15:34.708865,0.8
2022-0569,2022-0569,['2022-0569'],,,,Mark T. Eno v. Khaled Abdel-Fattah,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20220569.pdf,,2024-02-27,,2024,Superior Court,superior_court,Colburn,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['civil_procedure', 'statutory_interpretation', 'contract', 'tort']","['RSA 491:7', 'RSA 491:22', 'RSA 304-C:190']",RSA 491:7,True,[],,742,case_order,1.0.0,2026-08-03T12:15:34.942195,0.8
2022-0674,2022-0674,['2022-0674'],,,,In the Matter of Johnathon Irish and Stephanie Irish,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-03/20220674.pdf,,2024-02-27,,2024,,,,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['family_law'],[],,False,[],,233,case_order,1.0.0,2026-08-03T12:15:35.015331,0.8
2022-0222,2022-0222,['2022-0222'],,,,Dean Strang & a. v. Christmas Island Resort Condominium Association & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20220222.pdf,,2024-02-23,,2024,Superior Court,superior_court,O’Neill,civil,standard,vacated,per_curiam,Per Curiam,4,0,0,2,4-0,True,False,False,"['civil_procedure', 'property', 'contract', 'tort']",[],,False,['de_novo'],,1330,case_order,1.0.0,2026-08-03T12:15:35.379428,0.8
2022-0525,2022-0525,['2022-0525'],,,,Appeal of David Strauss & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20220525.pdf,,2024-02-22,,2024,,,,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['administrative_law', 'property', 'contract', 'tax']","['RSA 76:16, I', 'RSA 76:16-a', 'RSA 541:5', 'RSA 71-B:16, II']","RSA 76:16, I",False,[],,1382,case_order,1.0.0,2026-08-03T12:15:35.779112,0.8
2023-0033,2023-0033,['2023-0033'],,,,Colleen Ann Colton & a. v. Robert Jacobs,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20230033.pdf,,2024-02-21,,2024,"Superior Court (Temple, J.)",superior_court,Temple,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['property', 'contract']",['RSA 358-A'],RSA 358-A,False,[],,1341,case_order,1.0.0,2026-08-03T12:15:36.158241,0.8
2021-0425,2021-0425,['2021-0425'],,,,State of New Hampshire v. Stephen Girard,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20210425.pdf,", among other things, that the trial court",2024-02-21,,2024,"Superior Court (Delker, J.)",superior_court,Delker,criminal,standard,remanded,per_curiam,Per Curiam,3,0,0,19,3-0,True,False,False,"['criminal', 'evidence']",['RSA 632-A:2'],RSA 632-A:2,False,['de_novo'],,990,case_order,1.0.0,2026-08-03T12:15:36.408101,0.8
2022-0251,2022-0251,['2022-0251'],,,,"In the Matter of Robert Pizani, Jr. and Dayana Pizani",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20220251.pdf,,2024-02-21,,2024,"Circuit Court (Lemire, J.)",circuit_court,Lemire,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'family_law', 'property', 'contract', 'evidence']","['RSA 458:16-a', 'RSA 458:19-a', 'RSA 458:16-a, II', 'RSA 458:19-']",RSA 458:16-a,False,[],,1318,case_order,1.0.0,2026-08-03T12:15:36.826552,0.8
2022-0201,2022-0201,['2022-0201'],,,,Petition of State of New Hampshire,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20220201.pdf,,2024-02-16,,2024,"Circuit Court (Subers, J.)",circuit_court,Subers,criminal,standard,reversed,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'administrative_law']","['RSA 625:9, IV', 'RSA 179:5', 'RSA 179:5, I', 'RSA 179:58, I', 'RSA 490:26-d']","RSA 625:9, IV",False,['plain_error'],,1451,case_order,1.0.0,2026-08-03T12:15:37.217177,0.8
2022-0583,2022-0583,['2022-0583'],,,,Patricia Morris & a. v. Town of Barnstead,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-02/20220583.pdf,,2024-02-14,,2024,Superior Court,superior_court,O’Neill,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['administrative_law', 'civil_procedure', 'property']","['RSA 676:5, III', 'RSA 677:15, I']","RSA 676:5, III",False,[],,1318,case_order,1.0.0,2026-08-03T12:15:37.593173,0.8
